full_name,age,league,season,position,Current Club,nationality,minutes_played_overall,appearances_overall,penalty_goals,penalty_misses,clean_sheets_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_away,conceded_per_90_overall,cards_per_90_overall,passes_per_90_overall,passes_completed_per_90_overall,tackles_per_90_overall,shots_per_90_overall,shots_on_target_per_90_overall,shots_off_target_per_90_overall,interceptions_per_90_overall,key_passes_per_90_overall,dribbles_per_90_overall,dribbles_successful_per_90_overall,saves_per_90_overall,shots_faced_per_90_overall,dribbled_past_per_90_overall,blocks_per_90_overall,clearances_per_90_overall,hit_woodwork_per_90_overall,punches_per_90_overall,offsides_per_90_overall,xa_per_90_overall,npxg_per_90_overall,fouls_drawn_per_90_overall,fouls_committed_per_90_overall,xg_per_90_overall,aerial_duels_won_per_90_overall,duels_per_90_overall,duels_won_per_90_overall,dispossesed_per_90_overall,accurate_crosses_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer,average_rating_overall,crosses_per_game_overall,dispossesed_per_game_overall,saves_per_game_overall,shots_per_goal_scored_overall,shots_off_target_per_game_overall,dribbles_successful_percentage_overall,save_percentage_overall,pass_completion_rate_overall,shot_accuraccy_percentage_overall,inside_box_saves_total_overall,penalties_won_total_overall,shot_conversion_rate_overall,duels_won_per_game_overall,duels_won_percentage_overall,cross_completion_rate_overall,hattricks_total_overall,two_goals_in_a_game_total_overall,three_goals_in_a_game_total_overall,annual_salary_eur,market_value_in_eur,agg_labels,Position Clusters
Wouter Goes,19,Eredivisie,2022/2023,Midfielder,AZ,Netherlands,659.0,8.0,0.0,0.0,3.0,0.14,0.0,0.14,0.0,0.82,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,262.0,-1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1766666.6666666667,7,Young High Performers
Xadas,26,Liga NOS,2022/2023,Midfielder,CS Marítimo,Portugal,2393.0,32.0,0.0,1.0,5.0,0.34,0.23,0.11,0.16,1.47,0.15,34.86,28.53,1.09,2.15,1.06,1.09,0.39,2.31,1.68,0.9,0.0,0.0,1.09,0.31,0.55,0.16,0.0,0.16,0.29,0.13,0.59,1.21,0.16,0.27,6.72,2.85,0.66,1.99,151.0,44.0,-1.0,4.0,7.22,5.16,0.55,0.0,18.33,0.9,53.49,0.0,81.84,49.09,0.0,0.0,5.45,2.35,42.44,31.87,0.0,0.0,0.0,144655.0,1200000.0,1,Attacker / Winger
Xaver Schlager,26,Bundesliga,2022/2023,Midfielder,RB Leipzig,Austria,1504.0,22.0,0.0,0.0,7.0,0.12,0.06,0.06,0.12,1.02,0.12,54.75,45.96,2.45,0.18,0.06,0.12,0.96,0.54,1.26,0.78,0.0,0.0,1.26,0.12,1.32,0.0,0.0,0.06,0.15,0.04,1.44,1.62,0.04,0.72,10.65,5.39,0.84,0.06,211.0,191.0,-1.0,17.0,6.56,0.09,0.64,0.0,3.0,0.09,61.9,0.0,83.93,33.33,0.0,0.0,33.33,4.09,50.56,50.0,0.0,0.0,0.0,4245800.0,26000000.0,0,Defensive Midfielders
Xavi Simons,20,Eredivisie,2022/2023,Midfielder,PSV,Netherlands,2821.0,34.0,2.0,0.0,11.0,0.86,0.26,0.61,0.5,1.05,0.06,34.71,28.46,1.63,2.2,1.24,0.96,0.35,1.91,4.05,2.23,0.0,0.0,0.57,0.16,0.16,0.1,0.0,0.13,0.28,0.39,2.49,1.15,0.43,1.21,14.04,7.56,1.75,0.29,10.0,32.0,-1.0,1.0,7.59,0.94,1.62,0.0,3.63,0.88,55.12,0.0,81.99,56.52,0.0,4.0,27.54,6.97,53.86,28.12,0.0,5.0,0.0,1317099.0,52500000.0,1,Attacker / Winger
Xavier Chavalerin,32,Ligue 1,2022/2023,Midfielder,Troyes,France,2420.0,34.0,0.0,0.0,1.0,0.22,0.07,0.15,0.25,1.97,0.11,37.69,31.59,2.98,0.82,0.41,0.41,1.45,0.78,0.48,0.3,0.0,0.0,1.38,0.3,0.71,0.04,0.0,0.11,0.15,0.12,0.45,1.15,0.12,0.56,7.96,4.28,0.45,0.3,132.0,185.0,-1.0,3.0,6.89,0.85,0.35,0.0,5.5,0.32,61.54,0.0,83.81,50.0,0.0,0.0,18.18,3.38,53.74,27.59,0.0,0.0,0.0,280000.0,1500000.0,0,Defensive Midfielders
Xavier Mbuyamba,22,Eredivisie,2022/2023,Forward,Volendam,Netherlands,2501.0,28.0,0.0,0.0,4.0,0.22,0.04,0.18,0.0,1.8,0.14,42.57,31.81,2.3,0.65,0.36,0.29,1.19,0.29,0.5,0.32,0.0,0.0,0.61,1.01,5.29,0.07,0.0,0.14,0.09,0.11,0.18,1.4,0.11,3.42,11.77,6.23,0.25,0.0,100.0,201.0,-1.0,3.0,7.06,0.0,0.25,0.0,4.5,0.29,64.29,0.0,74.73,55.56,0.0,0.0,22.22,6.18,52.91,0.0,0.0,1.0,0.0,100000.0,1600000.0,3,Centre Backs
Xavier Mous,28,Eredivisie,2022/2023,Goalkeeper,Heerenveen,Netherlands,1440.0,16.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.94,0.0,28.31,17.25,0.19,0.06,0.06,0.0,0.06,0.0,0.0,0.0,2.81,4.94,0.06,0.0,0.94,0.0,0.56,0.0,0.03,0.0,0.0,0.12,0.0,0.44,0.88,0.69,0.0,0.0,316.0,263.0,128.0,20.0,6.63,0.0,0.0,2.81,0.0,0.0,0.0,56.96,60.93,100.0,30.0,0.0,0.0,0.69,78.57,0.0,0.0,0.0,0.0,23942.0,400000.0,4,Goalkeepers
Xeka,29,Ligue 1,2022/2023,Midfielder,Rennes,Portugal,551.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.98,0.16,49.82,44.75,1.63,0.16,0.0,0.16,0.65,0.0,0.33,0.0,0.0,0.0,0.98,0.33,1.31,0.16,0.0,0.0,0.08,0.0,1.8,2.12,0.0,1.31,11.43,4.74,0.82,0.0,269.0,255.0,-1.0,20.0,6.74,0.0,0.62,0.0,0.0,0.12,0.0,0.0,89.84,0.0,0.0,0.0,0.0,3.62,41.43,0.0,0.0,0.0,0.0,1100000.0,5500000.0,2,Central Midfielders
Ximo Navarro,34,Eredivisie,2022/2023,Defender,Fortuna Sittard,Spain,1208.0,15.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.64,0.15,43.58,37.62,1.27,0.45,0.07,0.37,1.49,0.15,0.3,0.22,0.0,0.0,0.15,1.12,5.07,0.0,0.0,0.0,0.08,0.01,0.52,0.45,0.01,1.27,5.29,3.28,0.07,0.0,245.0,280.0,99.0,13.0,6.83,0.07,0.07,0.0,0.0,0.33,75.0,0.0,86.32,16.67,0.0,0.0,0.0,2.93,61.97,0.0,0.0,0.0,0.0,143785.0,650000.0,3,Centre Backs
Yago Cariello,24,Liga NOS,2022/2023,Forward,Portimonense,Brazil,1374.0,25.0,0.0,0.0,5.0,0.26,0.07,0.2,0.32,1.18,0.26,17.17,10.7,0.59,2.44,0.86,1.58,0.13,1.12,1.25,0.53,0.0,0.0,0.53,0.07,1.06,0.13,0.0,0.86,0.1,0.21,1.85,1.91,0.21,3.5,14.72,6.47,1.39,0.0,96.0,175.0,-1.0,3.0,6.38,0.12,0.88,0.0,12.33,1.0,42.11,0.0,62.31,35.14,0.0,1.0,8.11,4.08,43.95,0.0,0.0,0.0,0.0,150000.0,500000.0,8,Wingers
Yahia Fofana,23,Ligue 1,2022/2023,Goalkeeper,Angers SCO,France,990.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.73,0.18,23.27,14.36,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,3.27,5.0,0.0,0.0,0.64,0.0,0.27,0.0,0.03,0.0,0.09,0.0,0.0,0.55,0.64,0.64,0.0,0.0,421.0,422.0,143.0,23.0,6.85,0.0,0.0,3.27,0.0,0.0,100.0,65.45,61.72,0.0,22.0,0.0,0.0,0.64,100.0,0.0,0.0,0.0,0.0,139000.0,2250000.0,4,Goalkeepers
Yan Couto,21,La Liga,2022/2023,Defender,Girona FC,Brazil,1153.0,25.0,0.0,0.0,3.0,0.23,0.16,0.08,0.18,1.17,0.23,36.37,28.8,2.03,0.47,0.08,0.39,0.47,1.56,4.29,2.19,0.0,0.0,0.62,0.16,0.7,0.0,0.0,0.16,0.2,0.06,1.17,1.01,0.06,0.08,10.54,5.46,0.86,1.41,183.0,83.0,104.0,18.0,6.5,2.6,0.44,0.0,6.0,0.2,50.91,0.0,79.18,16.67,0.0,0.0,16.67,2.8,51.85,27.69,0.0,0.0,0.0,290000.0,7000000.0,0,Defensive Midfielders
Yan Valery,25,Ligue 1,2022/2023,Defender,Angers SCO,Tunisia,2504.0,30.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.98,0.11,36.19,28.36,1.9,0.32,0.11,0.22,1.18,0.47,2.15,1.15,0.0,0.0,0.57,0.61,2.66,0.0,0.0,0.04,0.09,0.01,0.72,1.65,0.01,1.15,9.87,4.92,0.93,0.61,309.0,280.0,165.0,15.0,6.66,2.67,0.87,0.0,0.0,0.2,53.33,0.0,78.37,33.33,0.0,0.0,0.0,4.57,49.82,21.25,0.0,0.0,0.0,1100000.0,2000000.0,2,Central Midfielders
Yangel Herrera,26,La Liga,2022/2023,Midfielder,Girona FC,Venezuela,965.0,20.0,0.0,0.0,1.0,0.37,0.19,0.19,0.23,1.59,0.37,36.75,30.31,2.42,1.96,0.75,1.21,0.37,1.03,1.68,1.03,0.0,0.0,0.56,0.09,1.12,0.09,0.0,0.28,0.21,0.18,2.05,3.17,0.18,1.59,16.6,7.09,2.24,0.37,98.0,57.0,-1.0,8.0,6.74,0.95,1.2,0.0,10.5,0.65,61.11,0.0,82.49,38.1,0.0,0.0,9.52,3.8,42.7,21.05,0.0,0.0,0.0,720000.0,11666666.666666666,1,Attacker / Winger
Yann Karamoh,25,Serie A,2022/2023,Forward,Torino,France,708.0,21.0,0.0,0.0,5.0,0.51,0.0,0.51,0.63,1.02,0.25,25.51,20.18,0.76,2.41,1.52,0.89,0.0,1.27,6.35,3.17,0.0,0.0,0.51,0.0,0.13,0.0,0.0,1.52,0.11,0.4,1.65,1.27,0.4,0.76,15.61,6.35,1.65,0.51,15.0,317.0,-1.0,3.0,6.46,0.71,0.62,0.0,4.75,0.33,50.0,0.0,79.1,63.16,0.0,0.0,21.05,2.38,40.65,26.67,0.0,0.0,0.0,1985111.0,3250000.0,6,Strikers
Yann Sommer,35,Bundesliga,2022/2023,Goalkeeper,Bayern München,Switzerland,2610.0,29.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.24,0.03,41.35,34.43,0.04,0.0,0.0,0.0,0.04,0.0,0.04,0.04,2.63,3.97,0.0,0.0,0.77,0.0,0.35,0.0,0.07,0.0,0.04,0.04,0.0,0.14,0.42,0.25,0.04,0.0,371.0,371.0,43.0,21.0,6.67,0.0,0.03,2.59,0.0,0.0,100.0,66.37,83.26,0.0,48.0,0.0,0.0,0.24,58.33,0.0,0.0,0.0,0.0,3694172.0,5000000.0,4,Goalkeepers
Yannick Carrasco,30,La Liga,2022/2023,Forward,Atlético Madrid,Belgium,2326.0,35.0,1.0,0.0,12.0,0.39,0.12,0.27,0.09,0.89,0.08,35.31,29.86,1.31,1.59,0.89,0.7,0.5,1.78,4.14,2.13,0.0,0.0,1.2,0.04,0.62,0.12,0.0,0.23,0.2,0.2,0.81,0.93,0.22,0.19,10.13,4.45,1.24,0.93,64.0,125.0,-1.0,4.0,6.87,3.03,0.91,0.0,5.86,0.51,51.4,0.0,84.56,56.1,0.0,0.0,17.07,3.29,43.89,22.64,0.0,0.0,0.0,7560000.0,23333333.333333332,1,Attacker / Winger
Yannick Gerhardt,29,Bundesliga,2022/2023,Defender,Wolfsburg,Germany,1869.0,29.0,0.0,0.0,11.0,0.48,0.19,0.29,0.2,1.11,0.14,30.2,22.84,1.44,1.04,0.65,0.4,0.35,1.0,0.7,0.2,0.0,0.0,0.8,0.25,1.09,0.05,0.0,0.1,0.2,0.23,1.0,0.85,0.23,1.0,8.01,3.63,0.5,0.35,66.0,79.0,27.0,1.0,6.57,0.61,0.36,0.0,3.5,0.29,28.57,0.0,75.62,61.9,0.0,0.0,28.57,2.61,45.34,41.18,0.0,0.0,0.0,3000000.0,6000000.0,1,Attacker / Winger
Yannik Keitel,24,Bundesliga,2022/2023,Midfielder,Freiburg,Germany,674.0,21.0,0.0,0.0,9.0,0.27,0.27,0.0,0.0,0.93,0.53,31.87,24.8,1.6,0.4,0.4,0.0,1.47,0.53,0.93,0.53,0.0,0.0,0.27,0.4,0.8,0.0,0.0,0.0,0.23,0.03,0.4,2.8,0.03,1.87,11.07,4.4,0.67,0.0,287.0,46.0,-1.0,22.0,5.16,0.18,0.23,0.0,0.0,0.0,57.14,0.0,77.82,100.0,0.0,0.0,0.0,1.5,39.76,0.0,0.0,0.0,0.0,70000.0,4000000.0,2,Central Midfielders
Yasser Larouci,23,Ligue 1,2022/2023,Forward,Troyes,France,1801.0,30.0,0.0,0.0,0.0,0.1,0.05,0.05,0.0,2.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,225.0,-1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3333333.3333333335,7,Young High Performers
Yassin Ayoub,29,Eredivisie,2022/2023,Midfielder,Excelsior,Morocco,721.0,15.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.62,0.37,44.32,36.35,3.98,0.37,0.12,0.25,0.62,1.12,1.49,1.24,0.0,0.0,1.12,0.12,1.12,0.0,0.0,0.12,0.14,0.01,1.12,1.24,0.01,0.5,12.45,6.85,1.87,1.12,292.0,348.0,-1.0,25.0,6.77,1.47,1.0,0.0,0.0,0.13,83.33,0.0,82.02,33.33,0.0,0.0,0.0,3.67,55.0,40.91,0.0,0.0,0.0,161559.0,350000.0,2,Central Midfielders
Yayah Kallon,22,Serie A,2022/2023,Forward,Hellas Verona,Sierra Leone,854.0,22.0,0.0,0.0,3.0,0.21,0.11,0.11,0.18,0.95,0.11,20.84,14.32,1.47,1.58,0.63,0.95,0.84,1.37,2.21,0.74,0.0,0.0,0.53,0.0,0.32,0.0,0.0,0.42,0.15,0.12,2.21,1.37,0.12,0.84,12.42,5.26,1.47,0.95,157.0,131.0,-1.0,13.0,6.69,1.5,0.64,0.0,15.0,0.41,33.33,0.0,68.69,40.0,0.0,0.0,6.67,2.27,42.37,27.27,0.0,0.0,0.0,478400.0,1500000.0,0,Defensive Midfielders
Yehvann Diouf,24,Ligue 1,2022/2023,Goalkeeper,Reims,France,2790.0,31.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.9,0.06,27.81,21.23,0.1,0.0,0.0,0.0,0.03,0.03,0.06,0.06,3.45,4.45,0.06,0.0,0.77,0.0,0.29,0.0,0.04,0.0,0.32,0.0,0.0,0.55,1.03,0.94,0.0,0.0,258.0,285.0,26.0,20.0,7.13,0.0,0.0,3.45,0.0,0.0,100.0,77.54,76.33,0.0,62.0,0.0,0.0,0.94,90.62,0.0,0.0,0.0,0.0,480000.0,8250000.0,4,Goalkeepers
